x,y,index,clustering-MIRO,set,clustering-DBSCAN
395.296981142875,254.019929263953,7,7,1,0
369.235449580214,301.0950608487,7,7,1,7
375.173347845827,346.115498384356,7,7,1,7
2016.45370687083,597.380042332438,8,8,1,8
2010.49923855573,624.503271044399,8,8,1,8
2017.85770998715,580.305368031748,8,8,1,8
2004.57198672083,590.048780042007,8,8,1,8
2004.54504384678,603.971573588266,8,8,1,8
1994.89849851139,576.665090098034,8,8,1,8
1979.56818886444,560.110224773867,8,8,1,8
1969.46468185787,578.077591193448,8,8,1,8
1976.05535944285,598.296282670726,8,8,1,8
1948.25998718952,565.060885475796,8,8,1,8
1962.20740911949,589.977769722601,8,8,1,8
1982.63300617828,582.179937314513,8,8,1,8
1950.61723315903,599.018685743851,8,8,1,8
1957.82665221747,598.509603187025,8,8,1,8
2004.07781421326,546.448125496035,8,8,1,8
1827.10330670481,1417.61352237342,9,9,1,9
1795.97166793132,1388.42843372814,9,9,1,9
1829.84522639366,1393.20844709951,9,9,1,9
1889.38501069531,1453.86878872412,9,9,1,9
1873.55318917804,1440.12962102075,9,9,1,9
1887.63119882991,1370.514400997,9,9,1,9
1871.86475520601,1405.77711342094,9,9,1,9
1847.65152326286,1410.77540588852,9,9,1,9
1868.4134109185,1402.66008307481,9,9,1,9
1848.40530008655,1410.5780222794,9,9,1,9
1835.37946587264,1362.27355719599,9,9,1,9
1904.46995314214,1389.40833296108,9,9,1,9
1857.16845976068,1391.35514903014,9,9,1,9
1863.65197536894,1421.22349554992,9,9,1,9
1884.97528345956,1410.27593291453,9,9,1,9
901.649248776848,1611.997294907,10,10,1,10
881.823528436838,1566.3077780684,10,10,1,10
877.356694817615,1557.12084201049,10,10,1,10
864.657104561872,1617.19481921361,10,10,1,10
875.090392854619,1619.71962987805,10,10,1,10
910.387769850957,1562.21330461957,10,10,1,10
905.349417662408,1586.79199246341,10,10,1,10
861.417976925131,1604.03471122201,10,10,1,10
928.727194171193,1583.95510531693,10,10,1,10
884.695357285115,1641.11073306059,10,10,1,10
898.706184518942,1584.41955406456,10,10,1,10
919.240292198998,1575.39978969124,10,10,1,10
859.853687547281,1580.35365022144,10,10,1,10
875.233430762781,1554.44801924875,10,10,1,10
880.121707991905,1564.4870363358,10,10,1,10
689.552671016735,510.878548533932,11,11,1,11
678.025499987821,542.32064720878,11,11,1,11
687.631261066993,541.847387237349,11,11,1,11
705.494385068725,596.443728867866,11,0,1,0
677.846883004018,551.813222814199,11,11,1,11
492.733760488726,1521.85391206288,12,12,1,12
516.599855899456,1464.94950107083,12,12,1,12
476.385053840988,1428.72637536389,12,12,1,12
477.865897311024,1460.94611018437,12,12,1,12
478.537181528422,1483.11328165424,12,12,1,12
233.024956200222,776.275072219127,13,13,1,13
250.931561904293,758.346773815854,13,13,1,13
233.35007319839,767.787641043942,13,13,1,13
241.439872463957,739.119402189726,13,13,1,13
216.164557894404,739.71078714568,13,13,1,13
1903.87137141499,37.3048079888085,14,14,1,0
1861.5499841222,148.82429084762,14,14,1,14
1883.70573664456,91.1147042690444,14,14,1,14
1862.42482341117,99.5952983200858,14,14,1,14
1821.2981118292,103.324040340681,14,14,1,14
1843.03491350134,1644.32681069321,15,0,1,0
1731.3589127591,1614.01656618302,15,15,1,0
1785.3883215222,1596.48634964732,15,15,1,0
1831.54908600252,1578.48272041863,15,15,1,0
1785.00163938727,1622.72590928286,15,15,1,0
414.558280592274,1221.76792972075,16,0,1,15
307.05081620059,1212.430314518,16,16,1,15
385.50113235076,1249.43562257642,16,16,1,15
339.055196467125,1257.763700607,16,16,1,15
340.602249209483,1248.51591538652,16,16,1,15
495.630401808926,1134.3349945969,17,17,1,16
517.486373416079,1165.28696714641,17,17,1,16
511.26413475783,1149.74176684937,17,17,1,16
492.637246838668,1120.97432885657,17,17,1,16
490.859484910615,1123.4238504875,17,17,1,16
334.979391929441,960.60295314488,18,18,1,17
318.372905794642,951.943658403844,18,18,1,17
310.816630161764,924.089065520112,18,18,1,17
342.340403464666,927.537961061402,18,18,1,17
323.946368542689,967.39150613322,18,18,1,17
298.045297116604,1108.56154896026,19,19,1,18
323.11777621456,1118.68826135487,19,19,1,18
325.980588471695,1127.77215268672,19,19,1,18
349.70814063701,1145.10263861041,19,19,1,18
287.193359729218,1107.18945822879,19,19,1,18
448.357270739389,1379.01669687316,20,12,1,19
518.226882253723,1344.53151659878,20,12,1,19
521.580573528136,1384.8682776745,20,12,1,19
451.173885304612,1405.11030594278,20,12,1,0
485.123749725673,1361.06006539885,20,12,1,19
477.384450379759,1558.31985967234,0,0,1,0
1081.64883917198,1230.75526300818,0,0,1,0
933.492002543062,479.444670490921,0,0,1,0
1505.0805369392,1996.63235712796,0,0,1,0
1136.55221136287,315.57044479996,0,0,1,0
1241.79778480902,1359.39578991383,0,0,1,0
313.771382905543,1854.00381032377,0,0,1,0
107.76987252757,1427.7871819213,0,20,1,0
1008.93468502909,1785.18231818452,0,0,1,0
111.674603074789,1753.75363696367,0,0,1,0
154.544856864959,1860.94893421978,0,0,1,0
1649.63548304513,438.185240607709,0,0,1,0
939.855485223234,1521.33652474731,0,10,1,0
1424.67265576124,1195.02366287634,0,0,1,0
1440.34769944847,5.29769947752357,0,0,1,0
288.933839648962,581.235445570201,0,0,1,21
1792.29630762711,1911.18220100179,0,0,1,0
305.41287176311,652.680562343448,0,0,1,0
7.94114219024777,1739.86246995628,0,0,1,0
1067.03458586708,1575.96557680517,0,0,1,0
877.039208076894,631.417816504836,0,0,1,0
1238.54810651392,661.663061007857,0,0,1,0
967.111865989864,51.2106451205909,0,0,1,0
1983.90555335209,946.019184309989,0,0,1,0
1789.61278731003,1283.15820917487,0,0,1,0
915.159623138607,1841.36564331129,0,0,1,0
1646.92598767579,1395.10893262923,0,0,1,0
941.667556762695,550.13872217387,0,0,1,0
112.194628454745,433.313802815974,0,0,1,0
1141.34859573096,903.322777245194,0,0,1,0
1248.12668794766,1171.7361244373,0,0,1,0
1894.8573814705,280.151115264744,0,0,1,0
1941.07557041571,1491.46658089012,0,9,1,0
983.607738278806,271.867447532713,0,0,1,0
1115.54457340389,1440.0133555755,0,0,1,0
1819.67695988715,1647.80694292858,0,15,1,0
282.556338701397,1512.50364352018,0,0,1,0
1192.17569520697,388.802570290864,0,0,1,0
749.984780326486,1493.19197610021,0,0,1,0
218.5516548343,950.723584275693,0,0,1,0
747.717793099582,1118.53350140154,0,0,1,0
1932.20696924254,264.751553535461,0,0,1,0
1125.44971005991,108.380037359893,0,0,1,0
956.521512940526,1039.53410778195,0,0,1,0
820.4370806925,371.449834201485,0,0,1,0
157.193089369684,650.161836761981,0,0,1,0
101.217361632735,1477.81650768593,0,20,1,0
1791.40594648197,222.863255534321,0,0,1,0
1926.96715658531,1011.14779431373,0,0,1,0
518.415392376482,1772.5793258287,0,0,1,0
1156.60787792876,1888.36445659399,0,0,1,0
1904.57293391228,1661.49172559381,0,0,1,0
1660.31213896349,1970.66072374582,0,0,1,0
1398.34224339575,1696.20531192049,0,0,1,0
52.2361840121448,149.501363281161,0,0,1,0
1991.4839961566,1996.51493877172,0,0,1,0
175.536653958261,1511.72057399526,0,20,1,20
260.920954868197,622.083531692624,0,0,1,21
1759.44567797706,229.911018628627,0,0,1,0
320.089634973556,647.925382945687,0,0,1,0
333.938493393362,1452.60189194232,0,0,1,0
1680.60002289712,311.103168874979,0,0,1,0
1584.45519860834,1530.31020518392,0,0,1,0
1152.21481397748,1465.09534865618,0,0,1,0
236.508556641638,1133.18827096373,0,0,1,0
388.383522164077,485.177693888545,0,0,1,0
444.477632641792,1680.79082295299,0,0,1,0
1428.54160163552,1472.55734074861,0,0,1,0
1311.4632954821,310.476069804281,0,0,1,0
1378.078722395,1285.35215742886,0,0,1,0
1975.47306166962,199.457770679146,0,0,1,0
1687.34306655824,550.26646470651,0,0,1,0
766.985413152725,1327.24663568661,0,0,1,0
582.793279085308,580.069526098669,0,0,1,0
128.794305492193,635.165685322136,0,0,1,0
438.68959043175,1835.19006893039,0,0,1,0
1304.37267618254,308.726544491947,0,0,1,0
1929.57289889455,1574.43292066455,0,0,1,0
1981.09900159761,1395.58871090412,0,0,1,0
1209.87791009247,21.7204061336815,0,0,1,0
415.748563129455,1018.45856616274,0,0,1,0
895.710703916848,1956.51810849085,0,0,1,0
1389.36239061877,1804.30997908115,0,0,1,0
106.152549386024,1707.7320786193,0,0,1,0
462.717576418072,755.634807050228,0,0,1,0
784.864561632276,292.129610665143,0,0,1,0
1156.61500114948,1141.66747499257,0,0,1,0
1869.95226470754,92.4068121239543,0,14,1,14
1925.69110356271,1818.70928825811,0,0,1,0
1737.90622269735,816.302807535976,0,0,1,0
714.561194181442,383.520817849785,0,0,1,0
1109.11238007247,1350.48424918205,0,0,1,0
1890.72377281263,945.471406448632,0,0,1,0
1430.4415229708,1713.54470262304,0,0,1,0
997.128823772073,811.237246263772,0,0,1,0
1621.53200944886,915.242139715701,0,0,1,0
1974.09960674122,86.2261555157602,0,0,1,0
1632.32867373154,1679.96623460203,0,0,1,0
995.306624099612,557.822480332106,0,0,1,0
1062.25548917428,1127.2041304037,0,0,1,0
205.274277832359,762.617640197277,0,13,1,13
183.287060819566,1471.54323477298,0,20,1,20
1753.12979891896,871.338826138526,0,0,1,0
129.230553284287,299.327990971506,0,0,1,0
489.083314314485,24.8046633787453,0,0,1,0
1976.83330392465,76.9487353973091,0,0,1,0
1871.77077494562,32.1329976432025,0,14,1,0
153.677332215011,1748.18353541195,0,0,1,0
140.075342729688,1518.6380026862,0,20,1,20
1246.18547130376,1959.67599190772,0,0,1,0
1122.54831986502,1622.27971013635,0,0,1,0
1735.61185272411,1752.57107475773,0,0,1,0
279.819527640939,1671.43740970641,0,0,1,0
1091.06114925817,610.717417206615,0,0,1,0
293.914764653891,1277.39082835615,0,16,1,15
106.681879144162,1573.36764410138,0,0,1,0
685.452834237367,1208.58254889026,0,0,1,0
143.433507531881,1252.69651832059,0,0,1,0
1681.09675729647,1138.30921705812,0,0,1,0
709.740246646106,1488.90805477276,0,0,1,0
295.255738776177,1540.0792802684,0,0,1,0
1607.97232855111,574.909792281687,0,0,1,0
1272.5528627634,1977.61257179081,0,0,1,0
1112.37752623856,1846.48736193776,0,0,1,0
348.677857778966,1089.63240357116,0,19,1,18
1267.49269198626,494.345050305128,0,0,1,0
1673.34028659388,234.567116945982,0,0,1,0
660.192686598748,1647.2978410311,0,0,1,0
1495.93078065664,52.6210470125079,0,0,1,0
1229.90287374705,952.322661411017,0,0,1,3
461.775587871671,342.182685155421,0,7,1,0
1959.11957556382,41.5610657073557,0,0,1,0
1149.36900185421,343.38271105662,0,0,1,0
907.321287319064,592.288572806865,0,0,1,0
103.925154078752,590.502463746816,0,0,1,0
941.298531834036,119.987924117595,0,0,1,0
1870.07018830627,1071.89567852765,0,0,1,0
140.187296550721,163.892397657037,0,0,1,0
1726.57513618469,546.580438036472,0,0,1,0
904.788389336318,1459.24131246284,0,0,1,0
312.516178470105,971.85377869755,0,18,1,17
128.534009214491,958.657494280487,0,0,1,0
921.279566828161,1133.65514483303,0,0,1,0
1180.62188383192,1320.61157235876,0,0,1,0
875.695949885994,1791.26347927377,0,0,1,0
1399.58677161485,1973.48227351904,0,0,1,0
1297.81710263342,664.15028180927,0,0,1,0
1281.20336588472,4.23108646646142,0,0,1,0
1690.33218966797,1340.5312304385,0,0,1,0
91.7648626491427,997.336603701115,0,0,1,0
1197.31803936884,260.74723014608,0,0,1,0
310.209988616407,1994.87188458443,0,0,1,0
1331.20911614969,212.060207966715,0,4,1,4
1736.39057483524,995.265187229961,0,0,1,0
14.2830037511885,376.874893438071,0,0,1,0
1641.29951642826,1427.94495727867,0,0,1,0
1966.704048682,1526.32753737271,0,0,1,0
260.370316915214,1452.70951278508,0,0,1,0
1228.86920906603,931.292453315109,0,0,1,3
591.752436477691,952.863584738225,0,0,1,0
711.03278035298,479.308174923062,0,11,1,11
1004.14273655042,1123.70200734586,0,0,1,0
1633.48970981315,661.567288450897,0,0,1,0
1683.47354000434,10.1070692762733,0,0,1,0
1958.4272573702,375.737528782338,0,0,1,0
1508.66843387485,969.795879907906,0,0,1,0
793.357087764889,1784.42229190841,0,5,1,0
591.621055733413,703.279119450599,0,0,1,0
95.3599740751088,1490.02766050398,0,20,1,0
212.174506857991,581.239529885352,0,0,1,21
824.151258915663,984.87471556291,0,0,1,0
1492.52118449658,588.538946118206,0,0,1,0
332.100119441748,1576.36436400935,0,0,1,0
1146.67286397889,1048.25933463871,0,0,1,0
1077.53973687068,1144.8685657233,0,0,1,0
19.6571447886527,1296.41599208117,0,0,1,0
781.43536252901,451.455321162939,0,0,1,0
1280.64031293616,1497.47453443706,0,0,1,0
1332.50525174662,722.939986269921,0,0,1,0
974.143804050982,951.812908519059,0,0,1,0
1825.55159041658,675.337186083198,0,2,1,2
257.1542407386,591.709940228611,0,0,1,21
1406.77470294759,350.461050402373,0,0,1,0
745.861145667732,102.490863762796,0,0,1,0
597.459477838129,183.000331744552,0,0,1,0
801.117923110723,623.211769852787,0,0,1,0
223.149851430207,1453.3517207019,0,20,1,20
1256.65346253663,1281.8110412918,0,0,1,0
1066.56626937911,1995.36851467565,0,0,1,0
1277.7297347784,380.382868461311,0,0,1,0
1870.73010811582,614.777690730989,0,0,1,0
635.20770939067,991.554574575275,0,0,1,0
158.927526790649,1493.57554456219,0,20,1,20
1336.90169453621,1764.69621201977,0,0,1,0
206.40019653365,1747.53932654858,0,0,1,0
408.248906955123,314.119069837034,0,7,1,7
1383.97621130571,1049.13073405623,0,0,1,0
1903.76404579729,1454.83752246946,0,9,1,9
1144.19221086428,818.141689058393,0,0,1,0
128.407263197005,1138.7546164915,0,0,1,0
1804.89010466428,1611.06325522899,1,1,3,1
1817.18139112455,1603.36328069282,1,1,3,1
1808.89562388792,1611.46420257289,1,1,3,1
1817.47078261838,1613.35283638216,1,1,3,1
1861.39884124506,1585.02588172356,1,1,3,1
1843.83966998824,1614.41665262756,1,1,3,1
1808.53400281509,1620.79435642335,1,1,3,1
1776.25055232749,1619.26186261079,1,1,3,1
1791.52173317701,1651.90104496451,1,1,3,1
1792.37215745499,1642.97770159435,1,1,3,1
1797.2941315236,1631.84181506734,1,1,3,1
1844.35354923488,1645.87083939418,1,1,3,1
1831.3995327904,1623.35219311555,1,1,3,1
1817.50612956264,1621.52319893442,1,1,3,1
1841.46685141885,1616.57073262529,1,1,3,1
35.3666051979318,843.954272915506,2,2,3,2
-41.4424426314292,908.50293404282,2,2,3,2
-34.7824658515714,855.055205452802,2,2,3,2
35.2624474769542,858.583629551678,2,2,3,2
-9.13075816927407,828.826121891457,2,2,3,2
35.465419454491,897.050058972908,2,2,3,2
45.2867472253682,888.807463802146,2,2,3,2
19.1831370255466,876.869470289438,2,2,3,2
27.5386234854017,892.481562129904,2,2,3,2
-15.5289651787644,888.559636931804,2,2,3,2
13.4439332099447,846.354320878438,2,2,3,2
27.3989714287902,862.96239104303,2,2,3,2
6.40469862389435,858.429581362698,2,2,3,2
-3.85242705272471,880.254831330976,2,2,3,2
-17.203556160036,873.982729804555,2,2,3,2
1819.23567918098,1402.65887568767,3,3,3,3
1832.75871235493,1409.26939746355,3,3,3,3
1798.42805803046,1407.15413324086,3,3,3,3
1821.04807421836,1388.83405932297,3,3,3,3
1885.72711827743,1373.98866842555,3,3,3,3
1849.64630454055,1397.60084255895,3,3,3,3
1842.0594904275,1383.21411083018,3,3,3,3
1809.74132609902,1375.34392137856,3,3,3,3
1789.31161404529,1417.64741422105,3,3,3,3
1838.37569031985,1389.56046894594,3,3,3,3
1819.27720955427,1390.04094030457,3,3,3,3
1827.48337875096,1411.43594464979,3,3,3,3
1831.70457952347,1400.03552468365,3,3,3,3
1858.54459849443,1423.93869668072,3,3,3,3
1874.97410468781,1371.66203890362,3,3,3,3
2056.48686232782,613.126132889423,4,4,3,4
2029.40662574577,605.87327610897,4,4,3,4
1970.60884867276,579.943447757127,4,4,3,4
1949.79285493444,655.744567754254,4,4,3,4
2027.53917330312,627.403933021471,4,4,3,4
1973.16001715061,638.280762968361,4,4,3,4
1980.38652623141,632.497073612677,4,4,3,4
1950.96756826964,617.940091915275,4,4,3,4
1946.97552600586,633.248190626763,4,4,3,4
2026.4830632919,626.156141658029,4,4,3,4
2003.26208943238,591.932453417869,4,4,3,4
2023.2357439394,623.864103851216,4,4,3,4
1965.26443909654,573.794715870557,4,4,3,4
2001.74781393509,615.984595615217,4,4,3,4
1991.03254085013,631.560928042377,4,4,3,4
1975.26436497921,1194.9917804527,5,5,3,5
2014.31434537055,1177.44286306667,5,5,3,5
1970.67665532846,1180.51007164599,5,5,3,5
1912.91393513006,1265.1096159776,5,0,3,0
1950.20333576729,1194.56524210005,5,5,3,5
1983.15522353041,1221.99583729489,5,5,3,5
1967.20270383182,1202.48263911842,5,5,3,5
1962.71205352777,1239.87953973438,5,5,3,5
1976.97490279856,1171.60774946097,5,5,3,5
2009.85993959681,1192.63053007296,5,5,3,5
1977.51926388019,1231.64173246992,5,5,3,5
1934.58658657501,1139.93132949336,5,0,3,0
1979.10853635341,1189.25408640807,5,5,3,5
1992.49832835166,1161.46023454959,5,5,3,5
1945.7071305798,1212.65588295461,5,5,3,5
1760.26760684416,390.036639913419,6,6,3,6
1780.41694795977,424.268920475465,6,6,3,6
1799.44466280093,377.085413533437,6,6,3,6
1795.44482505,407.87108289568,6,6,3,6
1827.54033552369,409.659643854271,6,6,3,6
1842.94804147692,424.00261889962,6,6,3,6
1827.54834014136,381.519240399568,6,6,3,6
1768.53594118079,404.493279802628,6,6,3,6
1789.94897564426,435.619867959474,6,6,3,6
1821.46227008033,469.809457330231,6,6,3,6
1814.72873337141,386.203104061637,6,6,3,6
1783.6452561649,438.476646641002,6,6,3,6
1829.93976596902,443.122621378704,6,6,3,6
1785.83297219596,436.710667455335,6,6,3,6
1773.90561983701,421.541004229249,6,6,3,6
178.031195917631,997.108265646628,7,7,3,7
175.505515991306,1000.14156525873,7,7,3,7
167.434824919214,979.656362485783,7,7,3,7
149.999566250229,932.22573199102,7,7,3,7
186.073720281983,971.842607096875,7,7,3,7
149.706281085484,931.788604467664,7,7,3,7
146.258639867379,982.443046721965,7,7,3,7
164.434583190882,984.568416369715,7,7,3,7
173.666906972763,944.820626291304,7,7,3,7
158.372469357305,976.412627006621,7,7,3,7
204.478719561913,880.364875809663,7,0,3,0
174.84383259245,965.83079708034,7,7,3,7
203.730160248543,935.86722043783,7,7,3,7
181.697590313908,1037.68468465432,7,7,3,7
213.700009944539,944.289354532443,7,7,3,7
1932.8406744423,383.143655056656,8,8,3,8
1923.12178558774,347.16814789419,8,8,3,8
1976.61013520534,346.647300330476,8,8,3,8
1928.60953755413,343.470026576419,8,8,3,8
1893.52210158899,366.19595775264,8,8,3,8
1949.75679088295,346.538735094291,8,8,3,8
1934.78064232644,364.68054512181,8,8,3,8
1933.86864906354,359.992082187219,8,8,3,8
1927.14292406673,360.944673160633,8,8,3,8
1980.37039330793,363.38305980743,8,8,3,8
1933.38623188971,338.817791950633,8,8,3,8
1966.16514004034,346.446184247983,8,8,3,8
1923.11321014984,344.193775009515,8,8,3,8
1881.97854586651,353.404624076052,8,8,3,8
1917.84157363849,396.453835520697,8,8,3,8
545.240717033629,97.1186488962452,9,9,3,9
545.036976449931,62.8631940673202,9,9,3,9
621.927709417417,63.8325829549697,9,9,3,9
563.847567268915,95.4700318257826,9,9,3,9
558.697570994286,76.9423236326047,9,9,3,9
632.895696390567,100.11074286435,9,9,3,9
565.906745903965,51.8125342906517,9,9,3,9
518.294793461315,74.7377422249219,9,9,3,9
556.541601626086,42.0264110491429,9,9,3,9
566.902442978401,21.8109188437798,9,9,3,9
604.415737185758,98.0000441812535,9,9,3,9
600.368343729374,64.7302976864836,9,9,3,9
599.113784397544,62.7716657145956,9,9,3,9
601.17606764011,55.4533300744285,9,9,3,9
548.358736589539,81.9939143445315,9,9,3,9
766.129293706776,1592.36253177874,10,10,3,10
762.633892902934,1651.45922512802,10,10,3,10
731.207948064896,1572.14725957829,10,10,3,10
791.476180054378,1616.03289119428,10,10,3,10
770.750330610236,1606.77456117031,10,10,3,10
758.71164555662,1640.51983349465,10,10,3,10
743.321689276234,1611.18855485415,10,10,3,10
762.92375676986,1665.9514494311,10,10,3,10
736.213044239147,1589.60442088571,10,10,3,10
711.037503085702,1598.35243361889,10,10,3,10
760.61131375759,1564.94933098688,10,10,3,10
777.642019057161,1628.55583954656,10,10,3,10
756.726824023472,1614.82059788678,10,10,3,10
782.981140463109,1659.56219611443,10,10,3,10
753.234652844758,1595.70839303887,10,10,3,10
235.326391305067,439.567422409843,11,11,3,11
228.419538468205,374.228727612944,11,11,3,11
229.397964835298,388.449932011788,11,11,3,11
236.82864618588,431.87136528487,11,11,3,11
236.306808597364,401.152267309053,11,11,3,11
1793.88328999665,1124.29172579765,12,12,3,12
1765.28627981386,1107.38040851424,12,12,3,12
1820.41662778507,1117.36139395,12,12,3,12
1797.91505408984,1146.29282142165,12,12,3,12
1764.78664814873,1091.81474670558,12,12,3,12
1510.46791975064,777.34875032721,13,13,3,13
1552.70262785887,809.780037272153,13,13,3,13
1499.61236484195,810.169637383232,13,13,3,13
1488.61951517701,845.998556433174,13,13,3,13
1545.32268048863,853.581472942292,13,13,3,13
1937.75473609808,357.18349617036,14,8,3,8
1933.97539391938,371.212940048284,14,8,3,8
1949.91351076566,348.153545836811,14,8,3,8
1908.06110049978,394.301698639852,14,8,3,8
1915.29429253209,340.258382581275,14,8,3,8
487.578311072472,1538.9061785253,15,14,3,14
497.43793477377,1515.09958793659,15,14,3,14
497.424021755692,1516.81497062715,15,14,3,14
533.757781403271,1550.13341741443,15,14,3,14
515.638670564723,1535.74440500627,15,14,3,14
1169.74376227268,798.510335355613,16,0,3,0
1155.60965107933,764.653570968857,16,0,3,0
1147.65329156632,826.621661181541,16,0,3,0
1222.62806009173,720.752940949586,16,0,3,0
1215.06114336667,766.52347529077,16,0,3,0
1713.1300640061,439.502196276482,17,15,3,15
1685.84787469974,466.947363062978,17,15,3,15
1699.45822955728,460.731079810285,17,15,3,15
1680.31292090763,502.021832606036,17,15,3,15
1685.03778597291,473.83550214769,17,15,3,15
36.6076451235406,1524.48675794992,18,16,3,16
46.578438948693,1545.83287940625,18,16,3,16
62.5447414323404,1511.38719193522,18,16,3,16
4.14124700187052,1535.67012558292,18,16,3,16
13.6902694983859,1531.30970655207,18,16,3,16
535.228286913959,1059.36379630829,19,17,3,17
517.639494719219,1046.9233637176,19,17,3,17
486.60683142509,1043.6031806946,19,17,3,17
486.373396678117,1079.47971073872,19,17,3,17
512.224961621315,1037.88507694624,19,17,3,17
183.60799354144,178.648723042208,20,18,3,18
192.633749412579,235.146753480381,20,18,3,18
195.287958926538,192.532314913646,20,18,3,18
178.997347769573,251.900931896373,20,18,3,18
225.57602920924,158.252325593772,20,18,3,18
1057.5481262058,1437.05624528229,0,0,3,0
294.183207210153,1914.64697523043,0,0,3,0
1029.25303811207,386.786831077188,0,0,3,0
1023.47321389243,208.313365001231,0,0,3,0
1082.18976156786,959.168537054211,0,0,3,0
